,ID0,Tweet
13549,,@LadyCafeDe1 ホントですか？https://t.co/dDmsA7AwBv
13550,,@kotenpan7878 ヴィーガンさんは生きてないって主張してるんですよ(´•̥ ω •̥` *)
13551,,@utatroo 流石です！進駐軍は日本の敵でした(&gt;_&lt;)
13552,,@kotenpan7878 植物を差別しちゃダメ(&gt;_&lt;)
13553,,@kotenpan7878 ですよね💧私も始めようかしら🐱被害届出さなきゃ(*≧∀≦*)
13554,,@twitting_salt3 仰る通り！
13555,,@medetainippon 全くですわ🐱
13556,,@GEKKO24858775 (´∀｀)人(´∀｀)
13557,,@Kaminari_papa ホントに自分勝手な国ですよね💦
13558,,@battousaiyamato 姉御なのΣ('ω'ｏ)
13559,,@I4LVaot8rG5z6v3 いしださん、凍っちゃったのΣ('ω'ｏ)大丈夫？･ﾟﾟ(p&gt;д&lt;q)ﾟﾟ･
13560,,@TUNA_0117 何かうるさい人達がいて😰
13561,,@ayakopiluak 顔芸(●'ｗ'●)
13562,,@7nnSp5aPiYvXoAm 賛成！
13563,,@0wa8p 私、見えない。。。
13564,,@GEKKO24858775 理不尽なクレームは跳ね返したいですよね🇯🇵
13565,,@Kiss88888888888 @7EeYL18jLKmcUPa ゆっくりしたいよ～･ﾟﾟ(p&gt;д&lt;q)ﾟﾟ･
13566,,@Cozyrice0423 はい( •̀  •́ゞ)
13567,,@AzarashiTonton 同感です！
13568,,@Kaminari_papa 韓国が反日無罪なら日本も。。。
13569,,@2010kumazo やっぱり日本には不要(´•̥ ω •̥` *)
13570,,@KQxzpzBuvsfHwqH 強くオススメ🐱
13571,,@iC2xGBU3ipG6jBB 怖い(∩´﹏`∩)
13572,,@lkPbyddsSr1vyTF 法で裁きを！
13573,,@medetainippon そこは屁理屈こねてきそう。。。
13574,,@Dr_SHINDO 楽園へ✈️
13575,,@610itsuko そこ、引っかかりますよね！既にダブルスタンダード炸裂です(💢'ω')
13576,,@OB3OwEzufzA8Yj6 むしろ日本人が被害者なのに。😰
13577,,@cHMprSl1ckCh035 経験から💧
13578,,@xediex0018 そうですよね。外国人だろうが日本人だろうが問題なのは反日なんです(&gt;_&lt;)
13579,,@natsu_suzaki 分断されるかな？🧐
13580,,@UKn6oTrAuiOsm0f 全く分からないですね😰
13581,,@27gangan もうこの分じゃ取り締まらなさそう💦反天皇のデモは表現の自由で守られるべきとか言ってます(´•̥ ω •̥` *)
13582,,@nighthawkf117aj 韓国でも日本でも日本ヘイトをやりたい放題なのに酷いですね(&gt;_&lt;)どれだけ日本人があの人達に差別されてきたか(💢'ω')
13583,,「日本国内において、外国人から日本人が、日本国籍であることや民族という属性を理由に、差別的言動が繰り返されてきたという立法事実はない」えっ？？？ヘイトスピーチ禁止条例成立 在日コリアン「涙が止まらなくなりました」… https://t.co/O12vZpdnsV
13584,,@yoro9 私もそう思います💧
13585,,@363_sone また騒ぐかな😓
13586,,@misailman716 ですよね💦
13587,,@lq0wdW3Ge6iYJPq 全くです(´-д-)-3
13588,,@Cozyrice0423 創作中( ・∇・)
13589,,@kohzi666 えっΣ( ˙꒳​˙  )!?
13590,,@nippydasu ですよね～🐱
13591,,@ayama1216 あの国は地理が苦手なんですかね🙄
13592,,@tatchiFrom 強く言わないとダメですよね💦
13593,,@inocche2222 ホントに面倒な隣国です。。。
13594,,@LRU4Pwl8HaxGnmj (´∀｀)人(´∀｀)
13595,,@koreanewscolle2 全くですね(´･_･`)
13596,,@kijineko_tchan 日本の仕事が増えていきますね💧
13597,,@jackjorker2 ですよね💧いろいろ工作してくるし(💢'ω')
13598,,@YfoBw4141 ホントに厚かましい国です(&gt;_&lt;)
13599,,@HAKKINEN402 西海。。。やっぱり日本海が1番！
13600,,【海外の反応】「すぐに我々の力になれる」南野拓実をクロップ監督が絶賛！(動画あり) https://t.co/QXmcwR6fTJ #海外の反応 #サッカー
13601,,人気モデル、京都で抹茶にうっとり！海外「京都きれい！！信じられない！」 https://t.co/ybgqUFr0uq #海外の反応
13602,,韓国人「海外の有名歌手は、日本には何度も行くのに韓国を乞食扱いするのは本当だと思う」　韓国の反応 https://t.co/xiM7PJJn8E #海外の反応 #韓国の反応 #韓国
13603,,韓国人「どうしてこんなに日本に夢中になる西洋人が多いんだ？日本の文化力が韓国よりだいぶ上なのか？」 https://t.co/3wA0Ye2hLB #海外の反応 #韓国の反応 #韓国
13604,,韓国の文化は日本のコピー文化だ！韓国による日本文化の盗用 忍者は朝鮮忍者！侍はサワラビだ！ 海外の反応 https://t.co/m0lEOHUFl0 #海外の反応 #韓国の反応 #韓国
13605,,外国人「助けて！楽しかった日本旅行から帰ったら、こんな状態になっちまった！」 https://t.co/5zxHCQePCg #海外の反応
13606,,韓国「対北人道支援します！」北朝鮮「不純な本音が透けて見えて気持ち悪い」韓国人「…（ﾌﾞﾙﾌﾞﾙ」＝韓国の反応 https://t.co/SEum9Ld3qT #海外の反応 #韓国の反応 #韓国
13607,,韓国人「韓国のタクシー vs 日本のタクシー」 https://t.co/Tz3JwIghV2 #海外の反応 #韓国の反応 #韓国
13608,,韓国紙「変化を感じ始めた日本、一時的に韓国より上だったが、現段階で上回ることは絶対に無いと認める」＝韓国の反応 https://t.co/YPE3o0rR5q #海外の反応 #韓国の反応 #韓国
13609,,海外「完成度高い！」白人シェフが魔改造したあの日本食がロンドンで大人気 https://t.co/WEporAzISd #海外の反応
13610,,海外「もう全部日本人に任せよう」 相変わらず日本の雪だるまが凄過ぎると話題に https://t.co/6t9QRDz4nH #海外の反応
13611,,韓国人「東南アジア諸国は日本の植民地を経験してるのに、なぜ抗議をしないのですか？」 https://t.co/BeikyxXTNG #海外の反応 #韓国の反応 #韓国
13612,,韓国紙「規制緩和に半導体企業もホッと一安心です」→韓国人「は？？？国産化成功って嘘だったの？？？」＝韓国の反応 https://t.co/ILJDFTE7iw #海外の反応 #韓国の反応 #韓国
13613,,【海外の反応】「見慣れた光景だ」久保建英、孤軍奮闘で決定機演出も..マジョルカはセビージャに敗戦 https://t.co/OsI2UGgQ0N #海外の反応 #サッカー
13614,,外国人「日本で紛失した携帯が見つかった！泣きそうになった…」 https://t.co/cO8B0Q0WM9 #海外の反応
13615,,リバプールのGKが南野の加入を歓迎するツイート（海外の反応） https://t.co/9uQlRgVKg8 #海外の反応
13616,,韓国人「日本の歴史を見ると本当にすごいと思う」 https://t.co/8TSoj57Xdc #海外の反応 #韓国の反応 #韓国
13617,,海外「マジうまい！」日本が魔改造したクリスマス料理が海外で大流行中 https://t.co/2fQ0DTyVeg #海外の反応
13618,,韓国人「親中反日の大韓民国の現状をわかりやすくまとめてみたｗｗｗｗ」 https://t.co/7tLp5VSijR #海外の反応 #韓国の反応 #韓国
13619,,【海外の反応】「スペシャルだ」乾貴士、待望の今季初ゴール！超絶ドリブルも披露で海外のファンが称賛！ https://t.co/qJTakWKKR2 #海外の反応
13620,,外国人「マジで俺らに日本人はもったいない！」日本で外国人さんが体験した思わずほっこりしてしまう出来事に海外がうっとり！ https://t.co/GEpt2vfmIa #海外の反応
13621,,外国人「日本はオリンピックの勝者となるな！」海外で日本のとある”予想外すぎる”動画が話題に！ https://t.co/gjy6bmvkcy #海外の反応
13622,,韓国人「あれ…？ほぼ全て国産化して日本の輸出規制による半導体生産に支障はないという話だったのに、なぜ一部緩和で一息ついてるんだ？」 https://t.co/UxcC15ntFg #海外の反応 #韓国の反応 #韓国
13623,,プレステ、日本不買運動の中でも韓国内の販売量増える＝韓国の反応 https://t.co/dDq71WZo5M #海外の反応 #韓国の反応 #韓国
13624,,韓国人「中国での韓国車販売台数がめちゃくちゃ落ちているんだが・・・」 https://t.co/DKDIZMbv4z #海外の反応 #韓国の反応 #韓国 #中国 #中国の反応
13625,,ロシア人「アメリカに言ってやって！」日本のジャーナリスト、プーチン大統領に怒涛の質問！？ https://t.co/sXqXLPbYQe #海外の反応
13626,,英紙「誇張ではなく、南野＞ソン」連日の報道で自尊心が傷ついてしまう→韓国人「…（ﾌﾞﾙﾌﾞﾙ」＝韓国の反応 https://t.co/3jXuhzKlHU #海外の反応 #韓国の反応 #韓国
13627,,韓国は日本に嫉妬して劣等感があるからね！旭日旗は禁止されるべきなのか？韓国は日本を悪魔化するのを止めろ 海外の反応 https://t.co/AjF8vsebGh #海外の反応 #韓国の反応 #韓国
13628,,韓国紙「規制緩和はあまり意味が無いらしい…業界も淡々とした雰囲気…」韓国人「…（ﾌﾞﾙﾌﾞﾙ」＝韓国の反応 https://t.co/gKALocHBEK #海外の反応 #韓国の反応 #韓国
13629,,南野放出のザルツブルクがリバプールを茶化してしまう（海外の反応） https://t.co/EKq1IwfqAy #海外の反応
13630,,海外「カワイイ！」初めて銃を撃った日本人女性のリアクションに海外ほっこり（海外反応） https://t.co/VwFdYZNV6o #海外の反応
13631,,日本人制作の「コンセントに隠されたミニチュア部屋」が凄すぎると海外でも大反響（海外の反応） https://t.co/yAHsm5Uqg6 #海外の反応
13632,,海外「これこそ本物の外交だ！」 安倍総理とオバマ氏を絶賛する米民主党支持者の人々 https://t.co/78KyEnccL2 #海外の反応
13633,,日本で4地域に住んだ英語教師「住むのに一番良い場所はここ！」海外「日本は住むのに良い場所ばかり！」 https://t.co/7kZFUFRTU7 #海外の反応
13634,,海外「いったい誰が！」日本の南野が英リーグアジア人最強説に物申す謎の集団に海外が仰天 https://t.co/T0iwnQuHVs #海外の反応
13635,,韓国「クジラが”偶然”獲れたから、食鯨を許可！ｗ」韓国で鯨肉が2300万ウォンで取引され流通する＝韓国の反応 https://t.co/R5fIb2eLlY #海外の反応 #韓国の反応 #韓国
13636,,【悲報】韓国人「日本の今回のフォトレジスト輸出緩和措置、大して意味はなかった…」 https://t.co/vcQgXsWxq6 #海外の反応 #韓国の反応 #韓国
13637,,韓国人「日本ですでに導入されているホームドアをご覧ください」→「こういう形のホームドアは初めて見た（笑）」 https://t.co/WCgFw6mQPb #海外の反応 #韓国の反応 #韓国
13638,,【海外の反応】韓国人「この日本人と韓国人、どちらの女の子がタイプ？」 https://t.co/w72F8QcNRT #海外の反応 #韓国の反応 #韓国
13639,,韓国人「日本と戦争もしていない韓国がリヴァプールの旭日旗を戦犯旗扱いするのが呆れるんだが（笑）」 https://t.co/1DJC7tb7O5 #海外の反応 #韓国の反応 #韓国
13640,,韓国人「南野はベンチｗ」→英メディア「南野合流後のベスト11がコチラ！」→韓国人「…（ﾌﾞﾙﾌﾞﾙ」＝韓国の反応 https://t.co/fsfLJILWNo #海外の反応 #韓国の反応 #韓国
13641,,海外「心地よさが違う！」日本語と韓国語は西洋人にどう聞こえるのか海外が興味津々 https://t.co/ez9X787lnX #海外の反応 #韓国の反応 #韓国
13642,,ラグビー日本代表マフィに暴行相手への治療費支払い命令、海外ファンは激怒（海外の反応） https://t.co/yDAmD1hybw #海外の反応
13643,,スウェーデン・サーブ社「韓国よ、うちの早期警戒管制機買うなら技術移転してやる」　韓国人「ｷﾀ━━━━!!」「スウェーデンは信頼出来る国！」 https://t.co/rKOqdnl97t #海外の反応 #韓国の反応 #韓国
13644,,リバプールファン「ソン・フンミンって誰？私は今、南野の話をしている」→韓国人「…（ﾌﾞﾙﾌﾞﾙ」＝韓国の反応 https://t.co/lGRnzqp4rd #海外の反応 #韓国の反応 #韓国
13645,,日本で暮らす外国人女性会社員の一日に、海外が注目！？海外「ジブリ映画の日常みたい！」 https://t.co/XMEMhEIe0P #海外の反応
13646,,【海外の反応】「日本のコウチーニョだ」南野拓実のプレー動画を見た海外のリバプールサポが絶賛！ https://t.co/KuJDJBty3u #海外の反応 #サッカー
